rank,dead,level,class,experience,challenges,twitch,ladder
12193,FALSE,95,Guardian,2876162042,29,null,Harbinger
12193,FALSE,76,Berserker,652880820,13,fireflurry,SSF Harbinger
12193,TRUE,89,Raider,1908851841,20,null,Hardcore Harbinger
12194,FALSE,59,Raider,145522955,15,null,SSF Harbinger HC
12194,FALSE,95,Slayer,2876162042,27,null,Harbinger
12194,TRUE,89,Pathfinder,1908835281,40,amarpal_sk,Hardcore Harbinger
12194,FALSE,76,Hierophant,652806946,26,abrasive,SSF Harbinger
12195,FALSE,76,Elementalist,652695245,15,null,SSF Harbinger
12195,FALSE,95,Raider,2876162042,35,null,Harbinger
12195,FALSE,89,Saboteur,1908832275,23,null,Hardcore Harbinger
12195,TRUE,59,Gladiator,145485458,15,null,SSF Harbinger HC
12196,FALSE,95,Pathfinder,2876162042,36,null,Harbinger
12196,FALSE,76,Slayer,652646842,19,null,SSF Harbinger
12196,TRUE,89,Occultist,1908769424,24,null,Hardcore Harbinger
12196,TRUE,59,Inquisitor,145473436,12,null,SSF Harbinger HC
12197,FALSE,95,Pathfinder,2876162042,35,devolgane,Harbinger
12197,TRUE,89,Guardian,1908738649,24,ebo426,Hardcore Harbinger
12197,TRUE,59,Inquisitor,145468671,11,null,SSF Harbinger HC
12197,FALSE,76,Trickster,652473400,21,brickz86,SSF Harbinger
12198,TRUE,59,Chieftain,145456649,14,null,SSF Harbinger HC
12198,FALSE,95,Pathfinder,2876162042,40,null,Harbinger
12198,TRUE,89,Raider,1908736855,24,null,Hardcore Harbinger
12198,FALSE,76,Occultist,651969076,15,null,SSF Harbinger
12199,TRUE,59,Saboteur,145453619,15,null,SSF Harbinger HC
12199,FALSE,95,Raider,2876162042,40,null,Harbinger
12199,TRUE,89,Ascendant,1908727451,16,null,Hardcore Harbinger
12199,FALSE,76,Inquisitor,651942403,13,null,SSF Harbinger
12200,FALSE,95,Slayer,2876162042,26,slothropx,Harbinger
12200,FALSE,76,Inquisitor,651924714,12,null,SSF Harbinger
12200,TRUE,89,Berserker,1908696109,28,null,Hardcore Harbinger
12200,TRUE,59,Gladiator,145431738,24,null,SSF Harbinger HC
12201,FALSE,76,Ascendant,651546461,13,doncuomo,SSF Harbinger
12201,FALSE,89,Hierophant,1908387708,17,null,Hardcore Harbinger
12201,FALSE,95,Raider,2876162042,28,null,Harbinger
12201,TRUE,59,Elementalist,145427004,21,null,SSF Harbinger HC
12202,FALSE,95,Slayer,2876162042,32,null,Harbinger
12202,TRUE,89,Raider,1908292290,22,null,Hardcore Harbinger
12202,TRUE,59,Gladiator,145418239,25,egyptic,SSF Harbinger HC
12202,FALSE,76,Elementalist,651474204,29,null,SSF Harbinger
12203,FALSE,95,Berserker,2876162042,40,null,Harbinger
12203,FALSE,89,Trickster,1907942235,17,skirus,Hardcore Harbinger
12203,FALSE,59,Witch,145340010,16,null,SSF Harbinger HC
12203,FALSE,76,Inquisitor,651328242,13,null,SSF Harbinger
12204,TRUE,59,Slayer,145311371,14,null,SSF Harbinger HC
12204,TRUE,89,Necromancer,1907913652,23,null,Hardcore Harbinger
12204,FALSE,95,Ascendant,2876162042,39,null,Harbinger
12204,FALSE,76,Assassin,651311541,14,null,SSF Harbinger
12205,FALSE,76,Elementalist,651310927,20,null,SSF Harbinger
12205,TRUE,59,Slayer,145220647,20,null,SSF Harbinger HC
12205,TRUE,89,Berserker,1907840901,28,doppelski,Hardcore Harbinger
12205,FALSE,95,Berserker,2876162042,32,null,Harbinger
12206,TRUE,59,Berserker,145191831,36,truaka,SSF Harbinger HC
12206,FALSE,95,Slayer,2876162042,38,jkwpower,Harbinger
12206,FALSE,89,Gladiator,1907811734,19,null,Hardcore Harbinger
12206,FALSE,76,Gladiator,651180362,12,null,SSF Harbinger
12207,TRUE,89,Gladiator,1907743680,17,null,Hardcore Harbinger
12207,FALSE,95,Raider,2876161959,38,null,Harbinger
12207,FALSE,76,Necromancer,651170761,13,null,SSF Harbinger
12207,TRUE,59,Gladiator,145165442,12,null,SSF Harbinger HC
12208,TRUE,89,Ascendant,1907713641,19,null,Hardcore Harbinger
12208,TRUE,59,Berserker,145159967,14,null,SSF Harbinger HC
12208,FALSE,76,Trickster,651162487,13,null,SSF Harbinger
12208,FALSE,95,Berserker,2876161903,38,karcacero,Harbinger
12209,FALSE,95,Raider,2876161119,40,1perry,Harbinger
12209,TRUE,89,Chieftain,1907513293,36,sqrz_,Hardcore Harbinger
12209,FALSE,76,Slayer,650959503,31,xingui,SSF Harbinger
12209,FALSE,59,Necromancer,145148388,9,null,SSF Harbinger HC
12210,FALSE,59,Necromancer,145125872,9,null,SSF Harbinger HC
12210,FALSE,76,Raider,650813829,12,null,SSF Harbinger
12210,TRUE,89,Assassin,1907399885,20,null,Hardcore Harbinger
12210,FALSE,95,Raider,2876161045,29,null,Harbinger
12211,TRUE,59,Slayer,145098267,20,null,SSF Harbinger HC
12211,TRUE,89,Berserker,1907378753,28,trbomode,Hardcore Harbinger
12211,FALSE,95,Pathfinder,2876160539,27,null,Harbinger
12211,FALSE,76,Berserker,650574685,22,null,SSF Harbinger
12212,FALSE,76,Occultist,650383762,26,null,SSF Harbinger
12212,TRUE,59,Raider,145092225,20,null,SSF Harbinger HC
12212,TRUE,89,Gladiator,1907292993,28,null,Hardcore Harbinger
12212,FALSE,95,Pathfinder,2876160491,24,fenixf2,Harbinger
12213,TRUE,59,Berserker,145085813,20,null,SSF Harbinger HC
12213,FALSE,95,Champion,2876160320,37,null,Harbinger
12213,TRUE,89,Slayer,1907101783,21,null,Hardcore Harbinger
12213,FALSE,76,Berserker,650380390,27,null,SSF Harbinger
12214,TRUE,89,Occultist,1907093581,18,null,Hardcore Harbinger
12214,TRUE,59,Assassin,145083514,22,null,SSF Harbinger HC
12214,FALSE,95,Berserker,2876159756,31,mrmorph17,Harbinger
12214,FALSE,76,Ascendant,650338658,33,typhonyx,SSF Harbinger
12215,TRUE,89,Deadeye,1907045331,31,thrixos,Hardcore Harbinger
12215,FALSE,95,Raider,2876159601,40,sharrak0r,Harbinger
12215,FALSE,76,Assassin,650274140,18,null,SSF Harbinger
12215,TRUE,59,Juggernaut,145077977,19,null,SSF Harbinger HC
12216,FALSE,89,Necromancer,1907021431,20,null,Hardcore Harbinger
12216,FALSE,95,Inquisitor,2876159601,37,null,Harbinger
12216,FALSE,76,Berserker,650235677,33,null,SSF Harbinger
12216,TRUE,59,Ascendant,145072418,22,null,SSF Harbinger HC
12217,FALSE,76,Necromancer,650223221,15,null,SSF Harbinger
12217,FALSE,95,Berserker,2876159601,27,null,Harbinger
12217,TRUE,89,Necromancer,1906860356,22,null,Hardcore Harbinger
12217,TRUE,59,Necromancer,145063848,14,mdsilveira,SSF Harbinger HC
12218,FALSE,95,Slayer,2876158410,30,null,Harbinger
12218,FALSE,76,Raider,650152166,31,null,SSF Harbinger
12218,TRUE,89,Berserker,1906761819,30,yeens,Hardcore Harbinger
12218,TRUE,59,Saboteur,144873934,15,tyrbeard,SSF Harbinger HC
12219,FALSE,76,Necromancer,650061649,15,null,SSF Harbinger
12219,FALSE,95,Saboteur,2876158257,37,null,Harbinger
12219,TRUE,89,Necromancer,1906713408,20,null,Hardcore Harbinger
12219,TRUE,59,Pathfinder,144872407,11,null,SSF Harbinger HC
12220,TRUE,89,Berserker,1906638501,19,null,Hardcore Harbinger
12220,TRUE,59,Berserker,144855593,12,onyshiwa,SSF Harbinger HC
12220,FALSE,76,Raider,650022610,24,null,SSF Harbinger
12220,FALSE,95,Berserker,2876158243,28,null,Harbinger
12221,FALSE,76,Elementalist,650022510,13,null,SSF Harbinger
12221,TRUE,59,Elementalist,144782137,9,null,SSF Harbinger HC
12221,FALSE,95,Pathfinder,2876158235,36,null,Harbinger
12221,FALSE,89,Inquisitor,1906597567,21,null,Hardcore Harbinger
12222,FALSE,95,Berserker,2876157099,28,null,Harbinger
12222,FALSE,76,Gladiator,649834325,17,null,SSF Harbinger
12222,TRUE,59,Raider,144781853,19,null,SSF Harbinger HC
12222,TRUE,89,Inquisitor,1906441138,36,supers1zeme,Hardcore Harbinger
12223,TRUE,89,Elementalist,1906353504,21,null,Hardcore Harbinger
12223,FALSE,95,Raider,2876157043,35,null,Harbinger
12223,FALSE,76,Gladiator,649759566,20,null,SSF Harbinger
12223,TRUE,59,Slayer,144775395,13,null,SSF Harbinger HC
12224,TRUE,89,Trickster,1906344467,20,null,Hardcore Harbinger
12224,FALSE,76,Necromancer,649485452,27,null,SSF Harbinger
12224,FALSE,95,Raider,2876156579,25,null,Harbinger
12224,TRUE,59,Trickster,144730050,11,null,SSF Harbinger HC
12225,FALSE,76,Juggernaut,649425184,15,null,SSF Harbinger
12225,TRUE,59,Trickster,144693639,25,null,SSF Harbinger HC
12225,FALSE,89,Berserker,1906048786,26,null,Hardcore Harbinger
12225,FALSE,95,Berserker,2876156579,39,bobthebunny,Harbinger
12226,FALSE,59,Necromancer,144678514,8,null,SSF Harbinger HC
12226,FALSE,76,Slayer,649383206,19,null,SSF Harbinger
12226,FALSE,95,Berserker,2876156526,36,null,Harbinger
12226,TRUE,89,Guardian,1905943012,29,null,Hardcore Harbinger
12227,TRUE,89,Inquisitor,1905872082,36,null,Hardcore Harbinger
12227,TRUE,59,Berserker,144625537,22,null,SSF Harbinger HC
12227,FALSE,76,Berserker,649320588,14,null,SSF Harbinger
12227,FALSE,95,Pathfinder,2876155986,40,null,Harbinger
12228,FALSE,95,Occultist,2876155933,40,null,Harbinger
12228,TRUE,89,Raider,1905868253,18,null,Hardcore Harbinger
12228,TRUE,59,Raider,144569045,13,null,SSF Harbinger HC
12228,FALSE,76,Ascendant,649183294,15,null,SSF Harbinger
12229,FALSE,89,Saboteur,1905758309,25,pokilz,Hardcore Harbinger
12229,FALSE,76,Berserker,649125949,13,null,SSF Harbinger
12229,TRUE,59,Elementalist,144527398,39,null,SSF Harbinger HC
12229,FALSE,95,Slayer,2876155907,34,null,Harbinger
12230,FALSE,95,Berserker,2876155907,38,null,Harbinger
12230,TRUE,89,Necromancer,1905669786,36,gamezocker,Hardcore Harbinger
12230,FALSE,76,Elementalist,648990110,32,wsbobchen,SSF Harbinger
12230,TRUE,59,Ascendant,144393787,16,null,SSF Harbinger HC
12231,TRUE,59,Berserker,144385772,18,null,SSF Harbinger HC
12231,FALSE,95,Slayer,2876155798,40,milchbursche,Harbinger
12231,TRUE,89,Necromancer,1905609417,36,nofate121,Hardcore Harbinger
12231,FALSE,76,Chieftain,648771296,36,null,SSF Harbinger
12232,FALSE,89,Trickster,1905562699,23,null,Hardcore Harbinger
12232,FALSE,95,Slayer,2876155529,32,tanathip77,Harbinger
12232,TRUE,59,Raider,144346043,17,null,SSF Harbinger HC
12232,FALSE,76,Juggernaut,648687440,13,null,SSF Harbinger
12233,FALSE,76,Necromancer,648668098,27,slayk0r,SSF Harbinger
12233,FALSE,95,Elementalist,2876155529,25,null,Harbinger
12233,TRUE,59,Necromancer,144342637,14,null,SSF Harbinger HC
12233,FALSE,89,Ascendant,1905511961,38,ezgoin99,Hardcore Harbinger
12234,FALSE,95,Raider,2876155138,36,seekwill,Harbinger
12234,FALSE,76,Champion,648524866,31,null,SSF Harbinger
12234,TRUE,59,Trickster,144268723,13,null,SSF Harbinger HC
12234,TRUE,89,Necromancer,1905490497,28,tryurluckd3,Hardcore Harbinger
12235,TRUE,59,Inquisitor,144239698,12,null,SSF Harbinger HC
12235,FALSE,89,Juggernaut,1905424194,26,null,Hardcore Harbinger
12235,FALSE,76,Hierophant,648457466,14,null,SSF Harbinger
12235,FALSE,95,Berserker,2876155026,40,sicab,Harbinger
12236,FALSE,95,Gladiator,2876154735,34,null,Harbinger
12236,TRUE,89,Berserker,1905411529,21,veremus,Hardcore Harbinger
12236,FALSE,59,Slayer,144223893,25,xdevannn,SSF Harbinger HC
12236,FALSE,76,Raider,648241594,37,null,SSF Harbinger
12237,TRUE,59,Gladiator,144212499,29,milkohh,SSF Harbinger HC
12237,FALSE,76,Berserker,648164861,21,aggrodoody,SSF Harbinger
12237,FALSE,95,Trickster,2876154654,40,joernzen,Harbinger
12237,TRUE,89,Ascendant,1905275554,24,null,Hardcore Harbinger
12238,FALSE,95,Necromancer,2876154329,29,santhlol,Harbinger
12238,FALSE,76,Elementalist,648071112,13,null,SSF Harbinger
12238,TRUE,89,Occultist,1904937900,35,teensmiright,Hardcore Harbinger
12238,TRUE,59,Chieftain,144191718,19,null,SSF Harbinger HC
12239,FALSE,95,Pathfinder,2876154161,39,null,Harbinger
12239,TRUE,89,Chieftain,1904935444,27,null,Hardcore Harbinger
12239,FALSE,76,Deadeye,648057790,18,dimakiller3,SSF Harbinger
12239,TRUE,59,Pathfinder,144125545,37,null,SSF Harbinger HC
12240,FALSE,95,Raider,2876154035,36,null,Harbinger
12240,FALSE,76,Slayer,648031611,19,bertacco08,SSF Harbinger
12240,TRUE,59,Champion,144070678,28,null,SSF Harbinger HC
12240,FALSE,89,Necromancer,1904900688,27,alpargatagaming,Hardcore Harbinger
12241,TRUE,89,Inquisitor,1904840005,23,null,Hardcore Harbinger
12241,TRUE,59,Elementalist,144056436,23,null,SSF Harbinger HC
12241,FALSE,95,Ascendant,2876153552,34,null,Harbinger
12241,FALSE,76,Inquisitor,648004153,28,ohmycows,SSF Harbinger
12242,TRUE,89,Berserker,1904820772,24,null,Hardcore Harbinger
12242,FALSE,59,Berserker,144021902,12,null,SSF Harbinger HC
12242,FALSE,76,Raider,647938670,18,null,SSF Harbinger
12242,FALSE,95,Pathfinder,2876152415,37,europe14,Harbinger
12243,TRUE,89,Ascendant,1904624960,36,dahrak,Hardcore Harbinger
12243,FALSE,95,Pathfinder,2876151868,25,null,Harbinger
12243,TRUE,59,Gladiator,144017118,19,null,SSF Harbinger HC
12243,FALSE,76,Necromancer,647933119,13,null,SSF Harbinger
12244,FALSE,95,Assassin,2876151348,29,whaie56,Harbinger
12244,FALSE,89,Gladiator,1904529142,40,null,Hardcore Harbinger
12244,FALSE,76,Gladiator,647784443,14,null,SSF Harbinger
12244,FALSE,59,Chieftain,143958006,13,null,SSF Harbinger HC
12245,TRUE,89,Gladiator,1904506526,17,null,Hardcore Harbinger
12245,FALSE,95,Ascendant,2876150932,38,null,Harbinger
12245,FALSE,59,Juggernaut,143893055,28,xenion24,SSF Harbinger HC
12245,FALSE,76,Inquisitor,647782849,25,null,SSF Harbinger
12246,TRUE,89,Chieftain,1904443509,25,null,Hardcore Harbinger
12246,FALSE,76,Elementalist,647780323,13,null,SSF Harbinger
12246,TRUE,59,Occultist,143849794,23,null,SSF Harbinger HC
12246,FALSE,95,Raider,2876150669,23,null,Harbinger
12247,FALSE,76,Deadeye,647742825,17,null,SSF Harbinger
12247,TRUE,59,Elementalist,143836387,13,null,SSF Harbinger HC
12247,TRUE,89,Necromancer,1904428970,31,camper215x,Hardcore Harbinger
12247,FALSE,95,Raider,2876150475,40,null,Harbinger
12248,TRUE,59,Marauder,143765751,21,thaknowhow,SSF Harbinger HC
12248,TRUE,89,Necromancer,1904428307,25,null,Hardcore Harbinger
12248,FALSE,76,Necromancer,647697070,22,null,SSF Harbinger
12248,FALSE,95,Raider,2876150475,24,null,Harbinger
12249,FALSE,95,Pathfinder,2876149909,40,john2143658709,Harbinger
12249,FALSE,89,Necromancer,1904338465,21,null,Hardcore Harbinger
12249,TRUE,59,Gladiator,143736445,10,null,SSF Harbinger HC
12249,FALSE,76,Slayer,647624734,23,valpurgise,SSF Harbinger
12250,FALSE,76,Hierophant,647528155,19,null,SSF Harbinger
12250,TRUE,59,Hierophant,143643178,13,null,SSF Harbinger HC
12250,TRUE,89,Berserker,1904307507,20,junkbang,Hardcore Harbinger
12250,FALSE,95,Inquisitor,2876149743,36,null,Harbinger
12251,FALSE,76,Occultist,647468758,21,null,SSF Harbinger
12251,TRUE,89,Necromancer,1904288926,36,xchabby,Hardcore Harbinger
12251,FALSE,95,Ascendant,2876149505,36,null,Harbinger
12251,FALSE,59,Gladiator,143610833,11,null,SSF Harbinger HC
12252,TRUE,59,Gladiator,143553315,13,null,SSF Harbinger HC
12252,TRUE,89,Gladiator,1904221319,23,null,Hardcore Harbinger
12252,FALSE,95,Pathfinder,2876149459,27,null,Harbinger
12252,FALSE,76,Hierophant,647406635,13,null,SSF Harbinger
12253,FALSE,76,Inquisitor,647375040,23,null,SSF Harbinger
12253,FALSE,59,Elementalist,143548771,11,null,SSF Harbinger HC
12253,FALSE,95,Berserker,2876149401,29,null,Harbinger
12253,TRUE,89,Berserker,1904209743,19,null,Hardcore Harbinger
12254,FALSE,76,Slayer,647252765,18,null,SSF Harbinger
12254,FALSE,95,Pathfinder,2876148341,40,sanderem,Harbinger
12254,TRUE,59,Berserker,143535155,13,null,SSF Harbinger HC
12254,TRUE,89,Champion,1904160088,27,null,Hardcore Harbinger
12255,FALSE,95,Pathfinder,2876148217,40,wicirelllis,Harbinger
12255,TRUE,89,Slayer,1904060317,36,kuse31,Hardcore Harbinger
12255,TRUE,59,Necromancer,143492913,23,null,SSF Harbinger HC
12255,FALSE,76,Elementalist,647180726,13,null,SSF Harbinger
12256,FALSE,95,Slayer,2876148168,37,null,Harbinger
12256,TRUE,59,Juggernaut,143334032,13,null,SSF Harbinger HC
12256,FALSE,76,Assassin,647172899,25,null,SSF Harbinger
12256,TRUE,89,Necromancer,1904055172,30,sevacant,Hardcore Harbinger
12257,FALSE,76,Pathfinder,647004626,11,raylottery,SSF Harbinger
12257,TRUE,89,Juggernaut,1903954487,24,null,Hardcore Harbinger
12257,FALSE,95,Berserker,2876148068,38,null,Harbinger
12257,TRUE,59,Berserker,143310737,9,morefishhd,SSF Harbinger HC
12258,FALSE,95,Berserker,2876147983,34,null,Harbinger
12258,FALSE,76,Elementalist,646999027,13,null,SSF Harbinger
12258,TRUE,59,Occultist,143267981,23,null,SSF Harbinger HC
12258,TRUE,89,Berserker,1903930894,22,null,Hardcore Harbinger
12259,TRUE,59,Assassin,143131864,21,null,SSF Harbinger HC
12259,FALSE,89,Juggernaut,1903818782,29,null,Hardcore Harbinger
12259,FALSE,76,Chieftain,646962594,16,null,SSF Harbinger
12259,FALSE,95,Necromancer,2876147585,36,anjin_sun,Harbinger
12260,FALSE,95,Berserker,2876147539,38,null,Harbinger
12260,TRUE,59,Chieftain,143094195,19,null,SSF Harbinger HC
12260,FALSE,76,Trickster,646858452,14,null,SSF Harbinger
12260,FALSE,89,Slayer,1903778416,14,null,Hardcore Harbinger
12261,FALSE,76,Gladiator,646687481,15,null,SSF Harbinger
12261,FALSE,89,Guardian,1903669767,22,daikonic,Hardcore Harbinger
12261,FALSE,59,Raider,143093811,12,null,SSF Harbinger HC
12261,FALSE,95,Ascendant,2876146901,37,null,Harbinger
12262,FALSE,76,Ascendant,646666792,12,ggentlesoul,SSF Harbinger
12262,TRUE,59,Juggernaut,143073413,27,baddyrandy,SSF Harbinger HC
12262,TRUE,89,Raider,1903608471,33,null,Hardcore Harbinger
12262,FALSE,95,Trickster,2876146131,37,s3v3r11n,Harbinger
12263,FALSE,95,Elementalist,2876146037,26,null,Harbinger
12263,FALSE,76,Ascendant,646609284,21,null,SSF Harbinger
12263,TRUE,89,Champion,1903606662,17,pigglo,Hardcore Harbinger
12263,FALSE,59,Berserker,143011955,16,null,SSF Harbinger HC
12264,FALSE,95,Trickster,2876145963,37,drewbotski,Harbinger
12264,TRUE,59,Berserker,143010881,20,zuki_cz,SSF Harbinger HC
12264,TRUE,89,Slayer,1903576344,19,null,Hardcore Harbinger
12264,FALSE,76,Trickster,646504655,16,dalktor,SSF Harbinger
12265,TRUE,59,Deadeye,142997896,16,null,SSF Harbinger HC
12265,FALSE,76,Necromancer,646481619,19,null,SSF Harbinger
12265,FALSE,95,Saboteur,2876145359,29,null,Harbinger
12265,TRUE,89,Guardian,1903522701,22,null,Hardcore Harbinger
12266,TRUE,89,Saboteur,1903517834,29,null,Hardcore Harbinger
12266,TRUE,59,Slayer,142931310,11,null,SSF Harbinger HC
12266,FALSE,95,Raider,2876145347,40,null,Harbinger
12266,FALSE,76,Saboteur,646453504,31,null,SSF Harbinger
12267,FALSE,76,Pathfinder,646397800,31,null,SSF Harbinger
12267,FALSE,59,Slayer,142918235,22,null,SSF Harbinger HC
12267,FALSE,89,Guardian,1903446003,21,miniwedge,Hardcore Harbinger
12267,FALSE,95,Ascendant,2876145005,38,null,Harbinger
12268,FALSE,89,Champion,1903417720,25,mistermxyzptlk,Hardcore Harbinger
12268,TRUE,59,Inquisitor,142868718,11,null,SSF Harbinger HC
12268,FALSE,76,Chieftain,646042593,23,hybird4,SSF Harbinger
12269,FALSE,95,Berserker,2876144819,35,jackfare,Harbinger
12269,TRUE,59,Berserker,142816093,15,null,SSF Harbinger HC
12269,TRUE,89,Hierophant,1903352964,25,null,Hardcore Harbinger
12269,FALSE,76,Chieftain,645937649,30,null,SSF Harbinger
12270,FALSE,76,Inquisitor,645826784,24,null,SSF Harbinger
12270,FALSE,95,Berserker,2876144675,31,null,Harbinger
12270,TRUE,59,Necromancer,142807141,20,null,SSF Harbinger HC
12270,TRUE,89,Raider,1903196621,34,28980,Hardcore Harbinger
12271,TRUE,59,Raider,142785306,31,null,SSF Harbinger HC
12271,TRUE,89,Necromancer,1903178426,21,null,Hardcore Harbinger
12271,FALSE,76,Chieftain,645825089,16,null,SSF Harbinger
12271,FALSE,95,Berserker,2876143667,31,null,Harbinger
12272,FALSE,76,Berserker,645823674,13,null,SSF Harbinger
12272,TRUE,89,Necromancer,1903144352,21,null,Hardcore Harbinger
12272,TRUE,59,Necromancer,142770185,15,null,SSF Harbinger HC
12272,FALSE,95,Slayer,2876143530,36,d1996b,Harbinger
12273,TRUE,59,Inquisitor,142743381,12,chillburg,SSF Harbinger HC
12273,FALSE,76,Slayer,645799610,23,null,SSF Harbinger
12273,FALSE,89,Gladiator,1902993010,25,null,Hardcore Harbinger
12273,FALSE,95,Pathfinder,2876143389,39,null,Harbinger
12274,FALSE,95,Pathfinder,2876143389,28,null,Harbinger
12274,FALSE,89,Necromancer,1902977948,28,tgqxe,Hardcore Harbinger
12274,FALSE,59,Gladiator,142682987,15,null,SSF Harbinger HC
12274,FALSE,76,Pathfinder,645715193,13,null,SSF Harbinger
12275,FALSE,95,Pathfinder,2876142739,40,exoj,Harbinger
12275,TRUE,89,Inquisitor,1902967680,17,null,Hardcore Harbinger
12275,TRUE,59,Berserker,142562440,11,null,SSF Harbinger HC
12275,FALSE,76,Gladiator,645694239,36,null,SSF Harbinger
12276,TRUE,89,Necromancer,1902954672,17,null,Hardcore Harbinger
12276,FALSE,95,Berserker,2876142213,40,null,Harbinger
12276,FALSE,76,Slayer,645600228,24,null,SSF Harbinger
12276,TRUE,59,Gladiator,142482735,12,null,SSF Harbinger HC
12277,TRUE,89,Raider,1902879886,24,cederroth,Hardcore Harbinger
12277,TRUE,59,Saboteur,142473509,21,null,SSF Harbinger HC
12277,FALSE,95,Pathfinder,2876142081,39,null,Harbinger
12277,FALSE,76,Berserker,645566015,34,null,SSF Harbinger
12278,TRUE,59,Gladiator,142399593,12,null,SSF Harbinger HC
12278,FALSE,76,Ascendant,645395949,13,null,SSF Harbinger
12278,FALSE,95,Champion,2876141806,28,bidoofs,Harbinger
12278,TRUE,89,Gladiator,1902867931,28,null,Hardcore Harbinger
12279,TRUE,89,Necromancer,1902827325,27,null,Hardcore Harbinger
12279,FALSE,95,Berserker,2876141799,39,null,Harbinger
12279,FALSE,76,Hierophant,645359822,24,null,SSF Harbinger
12279,TRUE,59,Necromancer,142365515,18,vanylla1985,SSF Harbinger HC
12280,FALSE,95,Inquisitor,2876141799,24,null,Harbinger
12280,FALSE,59,Chieftain,142329535,19,ramparts1,SSF Harbinger HC
12280,FALSE,76,Gladiator,645270602,26,null,SSF Harbinger
12280,FALSE,89,Trickster,1902804634,23,null,Hardcore Harbinger
12281,TRUE,59,Saboteur,142322136,29,munkittajaaa,SSF Harbinger HC
12281,FALSE,76,Elementalist,645160748,11,null,SSF Harbinger
12281,TRUE,89,Berserker,1902748705,27,null,Hardcore Harbinger
12281,FALSE,95,Berserker,2876141535,39,null,Harbinger
12282,FALSE,76,Gladiator,645062339,19,null,SSF Harbinger
12282,FALSE,95,Chieftain,2876141012,26,null,Harbinger
